Record_ID,Train_ID,Route_ID,Station_ID,Travel_Date,Scheduled_Departure,Delay_Minutes,Passenger_Count,Cancellation_Flag,Delay_Reason,On_Time_Flag,Revenue_INR
21952,TR0114,RT0025,ST0029,03-07-2025,03-07-2025 19:45,44,542,No,Technical Issue,No,162626
21953,TR0185,RT0214,ST0001,01-08-2025,01-08-2025 01:30,36,1264,No,Crew Delay,No,393262
21954,TR0132,RT0056,ST0001,03-05-2025,03-05-2025 22:15,53,1027,No,Crew Delay,No,1450848
21955,TR0139,RT0255,ST0073,10-10-2025,10-10-2025 03:15,0,1340,No,No Delay,Yes,1357603
21956,TR0109,RT0156,ST0021,02-03-2025,02-03-2025 22:30,24,568,No,Track Maintenance,No,613724
21957,TR0119,RT0161,ST0078,07-03-2025,07-03-2025 10:00,0,914,No,No Delay,Yes,1308722
21958,TR0092,RT0194,ST0028,04-11-2025,04-11-2025 17:00,0,1214,No,No Delay,Yes,1421386
21959,TR0011,RT0004,ST0018,23-12-2025,23-12-2025 12:45,0,664,No,No Delay,Yes,765218
21960,TR0099,RT0268,ST0097,16-10-2025,16-10-2025 18:00,39,1135,No,Congestion,No,1577567
21961,TR0008,RT0036,ST0052,18-04-2025,18-04-2025 11:45,0,701,No,No Delay,Yes,281059
21962,TR0114,RT0016,ST0066,20-05-2025,20-05-2025 16:45,0,158,No,No Delay,Yes,220773
21963,TR0187,RT0137,ST0098,31-08-2025,31-08-2025 08:45,0,259,No,No Delay,Yes,213590
21964,TR0149,RT0078,ST0088,07-12-2025,07-12-2025 10:30,90,311,No,Weather,No,192536
21965,TR0065,RT0073,ST0062,04-04-2025,04-04-2025 05:00,0,1225,No,No Delay,Yes,720993
21966,TR0093,RT0245,ST0019,08-12-2025,08-12-2025 12:30,84,1382,No,Signal Failure,No,672520
21967,TR0152,RT0228,ST0002,18-11-2025,18-11-2025 10:00,69,690,Yes,Technical Issue,No,546449
21968,TR0158,RT0195,ST0070,01-06-2025,01-06-2025 14:15,65,1346,No,Track Maintenance,No,410628
21969,TR0104,RT0246,ST0055,12-08-2025,12-08-2025 22:00,34,1122,No,Weather,No,954340
21970,TR0099,RT0089,ST0079,22-06-2025,22-06-2025 10:30,1,1071,No,No Delay,Yes,1025531
21971,TR0084,RT0260,ST0057,23-07-2025,23-07-2025 03:15,88,797,No,Weather,No,485147
21972,TR0185,RT0286,ST0011,04-09-2025,04-09-2025 19:15,95,541,No,Signal Failure,No,325549
21973,TR0073,RT0139,ST0016,02-07-2025,02-07-2025 09:15,22,1148,No,Signal Failure,No,980329
21974,TR0145,RT0051,ST0085,22-02-2025,22-02-2025 09:30,55,805,No,Technical Issue,No,954628
21975,TR0059,RT0147,ST0062,26-12-2025,26-12-2025 07:00,41,579,No,Crew Delay,No,341733
21976,TR0031,RT0242,ST0027,02-10-2025,02-10-2025 00:00,44,1177,No,Signal Failure,No,945049
21977,TR0064,RT0232,ST0022,28-06-2025,28-06-2025 22:45,69,339,No,Congestion,No,130420
21978,TR0048,RT0027,ST0003,04-12-2025,04-12-2025 03:45,50,1005,No,Technical Issue,No,276937
21979,TR0023,RT0208,ST0003,08-04-2025,08-04-2025 03:30,0,1013,No,No Delay,Yes,356068
21980,TR0198,RT0138,ST0021,06-05-2025,06-05-2025 07:00,89,1024,Yes,Technical Issue,No,603889
21981,TR0158,RT0155,ST0043,13-07-2025,13-07-2025 21:45,23,283,No,Track Maintenance,No,98338
21982,TR0055,RT0007,ST0070,14-02-2025,14-02-2025 20:30,0,1045,No,No Delay,Yes,1307319
21983,TR0007,RT0115,ST0089,24-12-2025,24-12-2025 15:00,72,417,No,Weather,No,223214
21984,TR0112,RT0092,ST0037,30-07-2025,30-07-2025 13:15,82,1072,No,Weather,No,844634
21985,TR0106,RT0082,ST0094,18-06-2025,18-06-2025 01:15,0,531,No,No Delay,Yes,555034
21986,TR0098,RT0013,ST0056,25-05-2025,25-05-2025 22:30,57,1247,No,Weather,No,1263226
21987,TR0012,RT0072,ST0039,09-02-2025,09-02-2025 01:30,59,259,No,Crew Delay,No,271876
21988,TR0060,RT0091,ST0020,25-11-2025,25-11-2025 04:30,33,1209,No,Track Maintenance,No,1600229
21989,TR0052,RT0188,ST0065,24-12-2025,24-12-2025 02:15,21,323,No,Technical Issue,No,169100
21990,TR0155,RT0105,ST0035,26-03-2025,26-03-2025 08:00,39,428,No,Congestion,No,219122
21991,TR0140,RT0300,ST0043,05-07-2025,05-07-2025 21:45,96,1285,No,Technical Issue,No,1090116
21992,TR0141,RT0084,ST0090,08-02-2025,08-02-2025 05:30,0,894,No,No Delay,Yes,1100749
21993,TR0072,RT0028,ST0021,10-08-2025,10-08-2025 13:45,88,1035,No,Weather,No,996489
21994,TR0190,RT0279,ST0010,10-07-2025,10-07-2025 18:45,56,501,No,Technical Issue,No,152272
21995,TR0125,RT0012,ST0045,28-01-2025,28-01-2025 08:45,31,385,No,Crew Delay,No,202990
21996,TR0157,RT0150,ST0093,06-12-2025,06-12-2025 06:30,70,774,No,Technical Issue,No,1073440
21997,TR0163,RT0026,ST0003,24-06-2025,24-06-2025 20:45,0,244,No,No Delay,Yes,281415
21998,TR0060,RT0214,ST0043,25-08-2025,25-08-2025 13:15,0,1295,No,No Delay,Yes,1170998
21999,TR0157,RT0240,ST0052,16-02-2025,16-02-2025 06:45,0,1011,No,No Delay,Yes,832950
22000,TR0031,RT0222,ST0041,20-04-2025,20-04-2025 09:15,0,160,No,No Delay,Yes,212424
22001,TR0077,RT0068,ST0041,08-07-2025,08-07-2025 01:45,74,319,No,Congestion,No,274458
22002,TR0076,RT0262,ST0077,01-10-2025,01-10-2025 05:30,38,478,No,Crew Delay,No,243087
22003,TR0061,RT0111,ST0009,27-06-2025,27-06-2025 04:15,41,1073,No,Track Maintenance,No,290082
22004,TR0002,RT0130,ST0046,03-04-2025,03-04-2025 05:15,0,868,No,No Delay,Yes,790966
22005,TR0161,RT0159,ST0016,01-04-2025,01-04-2025 14:00,66,344,No,Congestion,No,231550
22006,TR0200,RT0280,ST0047,02-09-2025,02-09-2025 11:00,53,657,No,Signal Failure,No,534586
22007,TR0190,RT0291,ST0028,01-01-2025,01-01-2025 23:30,0,535,No,No Delay,Yes,600005
22008,TR0121,RT0031,ST0028,04-02-2025,04-02-2025 11:15,0,570,No,No Delay,Yes,732945
22009,TR0059,RT0089,ST0075,18-09-2025,18-09-2025 02:00,19,839,No,Congestion,No,394284
22010,TR0040,RT0118,ST0094,26-04-2025,26-04-2025 23:00,101,1291,No,Signal Failure,No,1175245
22011,TR0177,RT0130,ST0011,19-09-2025,19-09-2025 08:30,18,562,No,Congestion,No,278555
22012,TR0032,RT0207,ST0029,01-03-2025,01-03-2025 20:15,41,502,No,Signal Failure,No,198028
22013,TR0038,RT0059,ST0056,10-04-2025,10-04-2025 15:15,28,260,No,Crew Delay,No,349759
22014,TR0092,RT0096,ST0076,13-05-2025,13-05-2025 20:30,85,1367,No,Signal Failure,No,982234
22015,TR0088,RT0246,ST0072,24-08-2025,24-08-2025 06:45,0,1019,No,No Delay,Yes,702535
22016,TR0141,RT0145,ST0057,09-06-2025,09-06-2025 12:30,57,660,No,Weather,No,744530
22017,TR0085,RT0125,ST0053,12-09-2025,12-09-2025 19:00,75,1223,No,Congestion,No,933679
22018,TR0182,RT0022,ST0074,25-08-2025,25-08-2025 18:00,60,256,No,Technical Issue,No,91633
22019,TR0076,RT0285,ST0059,05-04-2025,05-04-2025 14:30,76,416,No,Technical Issue,No,581961
22020,TR0128,RT0207,ST0035,09-02-2025,09-02-2025 18:30,0,1044,No,No Delay,Yes,1193524
22021,TR0013,RT0258,ST0052,25-08-2025,25-08-2025 08:30,0,570,No,No Delay,Yes,411583
22022,TR0039,RT0298,ST0036,24-08-2025,24-08-2025 16:15,2,1260,No,No Delay,Yes,1076168
22023,TR0023,RT0052,ST0077,25-10-2025,25-10-2025 08:45,61,1264,No,Congestion,No,625175
22024,TR0110,RT0038,ST0058,15-03-2025,15-03-2025 23:15,0,546,No,No Delay,Yes,678158
22025,TR0107,RT0153,ST0091,11-08-2025,11-08-2025 00:00,42,632,No,Congestion,No,277057
22026,TR0092,RT0216,ST0002,13-12-2025,13-12-2025 23:00,67,478,No,Congestion,No,603500
22027,TR0142,RT0223,ST0028,29-01-2025,29-01-2025 19:30,0,1316,No,No Delay,Yes,1339731
22028,TR0145,RT0143,ST0098,30-11-2025,30-11-2025 21:30,73,524,No,Congestion,No,658327
22029,TR0024,RT0105,ST0085,23-01-2025,23-01-2025 07:45,28,1273,No,Signal Failure,No,561973
22030,TR0186,RT0010,ST0070,04-01-2025,04-01-2025 16:30,26,680,No,Signal Failure,No,640586
22031,TR0191,RT0242,ST0063,01-09-2025,01-09-2025 03:00,0,1252,No,No Delay,Yes,1769361
22032,TR0034,RT0114,ST0052,03-02-2025,03-02-2025 01:45,0,272,No,No Delay,Yes,387929
22033,TR0179,RT0233,ST0060,15-04-2025,15-04-2025 00:00,10,1085,Yes,Crew Delay,No,31771
22034,TR0112,RT0069,ST0090,15-06-2025,15-06-2025 19:00,46,806,No,Congestion,No,538726
22035,TR0138,RT0044,ST0036,13-11-2025,13-11-2025 18:30,18,1341,No,Technical Issue,No,1752995
22036,TR0118,RT0169,ST0082,27-01-2025,27-01-2025 13:00,0,1248,No,No Delay,Yes,1680887
22037,TR0200,RT0211,ST0062,24-03-2025,24-03-2025 00:00,70,797,No,Weather,No,304488
22038,TR0149,RT0276,ST0043,08-06-2025,08-06-2025 21:15,0,819,No,No Delay,Yes,295142
22039,TR0165,RT0107,ST0039,29-11-2025,29-11-2025 13:45,61,1393,No,Technical Issue,No,833558
22040,TR0007,RT0167,ST0005,04-06-2025,04-06-2025 03:15,47,932,No,Technical Issue,No,997535
22041,TR0090,RT0205,ST0090,20-06-2025,20-06-2025 19:30,1,802,No,No Delay,Yes,795908
22042,TR0013,RT0119,ST0075,06-04-2025,06-04-2025 02:15,54,656,No,Congestion,No,921341
22043,TR0080,RT0109,ST0050,29-10-2025,29-10-2025 17:45,0,569,No,No Delay,Yes,790970
22044,TR0030,RT0239,ST0016,29-08-2025,29-08-2025 19:45,75,619,No,Track Maintenance,No,183621
22045,TR0159,RT0008,ST0083,20-10-2025,20-10-2025 22:45,45,201,No,Track Maintenance,No,116088
22046,TR0133,RT0043,ST0052,01-05-2025,01-05-2025 06:00,33,633,No,Congestion,No,599051
22047,TR0160,RT0297,ST0069,14-07-2025,14-07-2025 00:00,85,1339,No,Technical Issue,No,977830
22048,TR0016,RT0132,ST0071,19-08-2025,19-08-2025 15:15,33,1387,No,Signal Failure,No,1953844
22049,TR0150,RT0206,ST0003,14-05-2025,14-05-2025 12:15,32,773,No,Crew Delay,No,942172
22050,TR0192,RT0280,ST0089,28-02-2025,28-02-2025 02:15,115,172,Yes,Signal Failure,No,25627
22051,TR0172,RT0239,ST0010,11-05-2025,11-05-2025 11:45,20,1320,No,Congestion,No,1491230
22052,TR0040,RT0277,ST0051,27-01-2025,27-01-2025 03:45,0,1074,No,No Delay,Yes,413532
22053,TR0037,RT0046,ST0069,02-09-2025,02-09-2025 18:45,0,363,No,No Delay,Yes,390548
22054,TR0078,RT0198,ST0032,10-05-2025,10-05-2025 13:00,41,169,No,Congestion,No,244070
22055,TR0016,RT0121,ST0096,16-11-2025,16-11-2025 21:45,26,433,No,Congestion,No,586353
22056,TR0043,RT0300,ST0005,20-08-2025,20-08-2025 06:00,13,199,No,Crew Delay,Yes,96654
22057,TR0063,RT0220,ST0043,21-06-2025,21-06-2025 03:45,19,1062,No,Signal Failure,No,1310745
22058,TR0015,RT0289,ST0083,17-03-2025,17-03-2025 11:30,40,178,No,Signal Failure,No,244721
22059,TR0172,RT0094,ST0012,24-02-2025,24-02-2025 06:15,33,797,No,Signal Failure,No,342408
22060,TR0137,RT0292,ST0031,27-08-2025,27-08-2025 13:30,0,1360,No,No Delay,Yes,693884
22061,TR0065,RT0153,ST0081,01-05-2025,01-05-2025 14:30,0,1029,No,No Delay,Yes,1259723
22062,TR0044,RT0013,ST0022,28-11-2025,28-11-2025 05:00,16,297,No,Technical Issue,No,350682
22063,TR0020,RT0207,ST0059,11-07-2025,11-07-2025 16:15,25,119,No,Track Maintenance,No,72896
22064,TR0119,RT0255,ST0052,10-01-2025,10-01-2025 16:45,1,1061,No,No Delay,Yes,594099
22065,TR0198,RT0158,ST0047,18-10-2025,18-10-2025 11:30,0,132,No,No Delay,Yes,74035
22066,TR0112,RT0270,ST0086,14-05-2025,14-05-2025 03:30,93,763,No,Technical Issue,No,343663
22067,TR0123,RT0068,ST0049,30-03-2025,30-03-2025 06:15,48,909,No,Technical Issue,No,475265
22068,TR0161,RT0257,ST0056,12-09-2025,12-09-2025 03:30,98,668,No,Technical Issue,No,335314
22069,TR0080,RT0189,ST0090,01-07-2025,01-07-2025 06:00,55,943,No,Congestion,No,1304170
22070,TR0100,RT0003,ST0031,10-08-2025,10-08-2025 05:15,31,1228,No,Congestion,No,648323
22071,TR0006,RT0237,ST0059,26-07-2025,26-07-2025 03:15,63,1215,No,Technical Issue,No,1460085
22072,TR0083,RT0132,ST0070,19-11-2025,19-11-2025 09:15,0,1336,No,No Delay,Yes,1046119
22073,TR0031,RT0171,ST0076,23-03-2025,23-03-2025 23:15,57,888,No,Signal Failure,No,903131
22074,TR0066,RT0270,ST0043,30-04-2025,30-04-2025 00:30,8,1371,No,Crew Delay,Yes,417504
22075,TR0018,RT0089,ST0091,08-11-2025,08-11-2025 22:00,70,768,No,Congestion,No,819490
22076,TR0028,RT0103,ST0081,03-12-2025,03-12-2025 00:45,0,351,No,No Delay,Yes,295661
22077,TR0068,RT0125,ST0074,01-03-2025,01-03-2025 21:30,0,1085,No,No Delay,Yes,575540
22078,TR0193,RT0067,ST0005,27-09-2025,27-09-2025 06:00,83,423,No,Weather,No,140372
22079,TR0114,RT0263,ST0004,23-06-2025,23-06-2025 21:00,56,734,Yes,Congestion,No,87182
22080,TR0173,RT0008,ST0015,29-09-2025,29-09-2025 03:45,62,954,No,Congestion,No,1340785
22081,TR0058,RT0044,ST0002,10-10-2025,10-10-2025 23:15,21,1105,No,Signal Failure,No,1570358
22082,TR0175,RT0135,ST0049,23-08-2025,23-08-2025 23:00,0,103,No,No Delay,Yes,74897
22083,TR0194,RT0248,ST0056,02-03-2025,02-03-2025 15:15,19,815,No,Technical Issue,No,640637
22084,TR0180,RT0025,ST0008,08-10-2025,08-10-2025 17:30,94,415,No,Signal Failure,No,284682
22085,TR0164,RT0196,ST0016,27-06-2025,27-06-2025 13:15,0,845,No,No Delay,Yes,736255
22086,TR0129,RT0192,ST0064,27-02-2025,27-02-2025 12:00,70,455,No,Technical Issue,No,618655
22087,TR0039,RT0122,ST0084,19-03-2025,19-03-2025 14:00,9,676,No,Crew Delay,Yes,868751
22088,TR0106,RT0260,ST0024,13-05-2025,13-05-2025 00:45,34,1143,No,Crew Delay,No,1487753
22089,TR0001,RT0047,ST0099,06-11-2025,06-11-2025 23:15,0,321,No,No Delay,Yes,231774
22090,TR0075,RT0209,ST0055,20-10-2025,20-10-2025 22:30,0,975,No,No Delay,Yes,710755
22091,TR0088,RT0089,ST0054,26-11-2025,26-11-2025 09:30,24,787,Yes,Technical Issue,No,380452
22092,TR0142,RT0003,ST0081,10-01-2025,10-01-2025 17:15,57,1305,No,Track Maintenance,No,630579
22093,TR0199,RT0145,ST0069,22-09-2025,22-09-2025 04:30,88,1162,No,Signal Failure,No,1046287
22094,TR0151,RT0022,ST0078,30-11-2025,30-11-2025 20:30,54,1293,No,Crew Delay,No,1788750
22095,TR0171,RT0039,ST0078,16-10-2025,16-10-2025 06:30,2,208,No,No Delay,Yes,214828
22096,TR0150,RT0295,ST0060,11-03-2025,11-03-2025 01:15,41,1272,No,Signal Failure,No,1238832
22097,TR0060,RT0107,ST0031,26-02-2025,26-02-2025 08:15,66,1065,No,Signal Failure,No,415960
22098,TR0155,RT0100,ST0020,26-01-2025,26-01-2025 04:00,92,1117,No,Signal Failure,No,850807
22099,TR0184,RT0272,ST0077,16-06-2025,16-06-2025 17:00,52,1151,No,Crew Delay,No,1615756
22100,TR0130,RT0229,ST0054,21-06-2025,21-06-2025 11:45,43,690,No,Congestion,No,357260
22101,TR0167,RT0285,ST0009,16-11-2025,16-11-2025 22:00,95,710,No,Signal Failure,No,230736
22102,TR0179,RT0206,ST0034,14-07-2025,14-07-2025 03:15,66,218,No,Technical Issue,No,81928
22103,TR0110,RT0071,ST0076,17-02-2025,17-02-2025 15:15,0,584,No,No Delay,Yes,207087
22104,TR0019,RT0169,ST0080,09-02-2025,09-02-2025 10:45,31,205,No,Congestion,No,178776
22105,TR0062,RT0185,ST0065,23-06-2025,23-06-2025 18:15,14,523,Yes,Weather,No,174102
22106,TR0071,RT0208,ST0016,18-12-2025,18-12-2025 22:15,27,654,No,Congestion,No,362020
22107,TR0195,RT0271,ST0070,16-09-2025,16-09-2025 22:15,30,1384,No,Congestion,No,915281
22108,TR0191,RT0135,ST0084,10-09-2025,10-09-2025 00:30,70,455,Yes,Track Maintenance,No,137353
22109,TR0111,RT0146,ST0006,30-07-2025,30-07-2025 22:45,59,952,No,Technical Issue,No,1346241
22110,TR0133,RT0149,ST0035,17-09-2025,17-09-2025 12:00,84,540,No,Signal Failure,No,663199
22111,TR0072,RT0116,ST0003,12-09-2025,12-09-2025 04:15,0,1276,No,No Delay,Yes,1346515
22112,TR0078,RT0187,ST0021,20-05-2025,20-05-2025 22:00,33,548,No,Crew Delay,No,267574
22113,TR0189,RT0020,ST0007,08-09-2025,08-09-2025 07:15,97,184,No,Technical Issue,No,206938
22114,TR0100,RT0244,ST0078,28-08-2025,28-08-2025 09:00,55,1286,No,Congestion,No,328067
22115,TR0071,RT0067,ST0030,11-05-2025,11-05-2025 14:15,60,295,No,Congestion,No,120987
22116,TR0007,RT0062,ST0022,03-01-2025,03-01-2025 14:15,0,1257,No,No Delay,Yes,403315
22117,TR0050,RT0274,ST0014,05-05-2025,05-05-2025 22:45,58,471,No,Signal Failure,No,361984
22118,TR0046,RT0110,ST0055,19-08-2025,19-08-2025 12:00,2,1052,No,No Delay,Yes,973565
22119,TR0072,RT0056,ST0089,25-10-2025,25-10-2025 01:45,48,502,No,Signal Failure,No,521605
22120,TR0076,RT0085,ST0067,06-09-2025,06-09-2025 03:30,1,750,No,No Delay,Yes,214181
22121,TR0074,RT0264,ST0005,27-05-2025,27-05-2025 21:15,50,518,No,Crew Delay,No,525276
22122,TR0142,RT0107,ST0069,05-06-2025,05-06-2025 12:30,67,125,No,Congestion,No,110359
22123,TR0073,RT0012,ST0059,21-10-2025,21-10-2025 08:30,0,328,No,No Delay,Yes,255233
22124,TR0102,RT0176,ST0009,27-04-2025,27-04-2025 04:00,90,1211,No,Signal Failure,No,1694679
22125,TR0094,RT0027,ST0048,17-05-2025,17-05-2025 11:15,0,715,No,No Delay,Yes,439451
22126,TR0069,RT0291,ST0037,03-07-2025,03-07-2025 01:00,0,202,No,No Delay,Yes,70557
22127,TR0065,RT0130,ST0068,20-04-2025,20-04-2025 19:15,43,724,No,Signal Failure,No,661041
22128,TR0193,RT0227,ST0020,15-05-2025,15-05-2025 07:30,60,501,No,Congestion,No,534750
22129,TR0185,RT0136,ST0085,11-04-2025,11-04-2025 19:45,55,539,No,Congestion,No,494728
22130,TR0062,RT0020,ST0050,26-04-2025,26-04-2025 15:30,0,382,No,No Delay,Yes,307137
22131,TR0020,RT0264,ST0024,29-04-2025,29-04-2025 23:45,0,732,No,No Delay,Yes,654789
22132,TR0154,RT0159,ST0071,23-07-2025,23-07-2025 19:30,48,1376,No,Crew Delay,No,431514
22133,TR0044,RT0160,ST0049,23-02-2025,23-02-2025 07:15,0,663,Yes,No Delay,No,85411
22134,TR0195,RT0026,ST0008,28-01-2025,28-01-2025 18:15,64,443,No,Track Maintenance,No,171657
22135,TR0198,RT0081,ST0075,28-08-2025,28-08-2025 19:30,69,1294,No,Congestion,No,1083702
22136,TR0062,RT0018,ST0073,13-09-2025,13-09-2025 09:30,29,467,No,Crew Delay,No,258181
22137,TR0107,RT0069,ST0006,05-06-2025,05-06-2025 04:30,91,1174,No,Technical Issue,No,497148
22138,TR0125,RT0130,ST0040,25-01-2025,25-01-2025 02:30,55,1200,No,Congestion,No,600043
22139,TR0045,RT0135,ST0081,11-09-2025,11-09-2025 18:15,0,521,No,No Delay,Yes,467982
22140,TR0011,RT0218,ST0054,13-12-2025,13-12-2025 19:15,1,1216,No,No Delay,Yes,1013027
22141,TR0200,RT0015,ST0077,09-04-2025,09-04-2025 01:45,37,1291,No,Technical Issue,No,1802183
22142,TR0162,RT0186,ST0017,26-07-2025,26-07-2025 06:45,46,1332,No,Signal Failure,No,901286
22143,TR0088,RT0195,ST0051,26-06-2025,26-06-2025 22:15,57,841,No,Signal Failure,No,944924
22144,TR0046,RT0191,ST0002,15-08-2025,15-08-2025 08:00,0,983,No,No Delay,Yes,796120
22145,TR0112,RT0234,ST0030,03-03-2025,03-03-2025 07:30,0,539,No,No Delay,Yes,609055
22146,TR0081,RT0066,ST0032,19-06-2025,19-06-2025 18:45,86,392,No,Technical Issue,No,195412
22147,TR0032,RT0081,ST0050,28-03-2025,28-03-2025 04:00,82,1163,No,Signal Failure,No,1144012
22148,TR0098,RT0036,ST0100,27-01-2025,27-01-2025 07:30,25,168,No,Congestion,No,187587
22149,TR0005,RT0235,ST0071,18-08-2025,18-08-2025 14:00,68,1288,No,Congestion,No,1478085
22150,TR0191,RT0017,ST0016,08-01-2025,08-01-2025 23:15,58,1380,No,Weather,No,1938103
22151,TR0029,RT0002,ST0083,09-07-2025,09-07-2025 01:30,54,299,Yes,Technical Issue,No,78915
22152,TR0048,RT0033,ST0079,04-01-2025,04-01-2025 11:30,56,476,No,Track Maintenance,No,372569
22153,TR0016,RT0134,ST0055,23-02-2025,23-02-2025 16:30,0,227,No,No Delay,Yes,219648
22154,TR0153,RT0267,ST0057,25-06-2025,25-06-2025 15:15,12,507,No,Crew Delay,Yes,302077
22155,TR0072,RT0005,ST0078,13-11-2025,13-11-2025 04:45,38,862,No,Weather,No,591930
22156,TR0029,RT0286,ST0045,26-05-2025,26-05-2025 00:15,20,1111,No,Technical Issue,No,1307313
22157,TR0180,RT0091,ST0052,06-09-2025,06-09-2025 12:30,0,1369,No,No Delay,Yes,788468
22158,TR0046,RT0152,ST0071,19-04-2025,19-04-2025 06:45,39,1198,No,Signal Failure,No,1438680
22159,TR0153,RT0118,ST0047,01-10-2025,01-10-2025 07:45,77,648,No,Track Maintenance,No,886384
22160,TR0023,RT0061,ST0033,29-01-2025,29-01-2025 21:00,0,216,No,No Delay,Yes,227090
22161,TR0162,RT0026,ST0098,29-05-2025,29-05-2025 18:15,0,661,Yes,No Delay,No,307104
22162,TR0195,RT0109,ST0024,06-11-2025,06-11-2025 13:00,54,1276,No,Crew Delay,No,698243
22163,TR0094,RT0295,ST0035,01-04-2025,01-04-2025 09:00,0,1218,No,No Delay,Yes,700121
22164,TR0114,RT0210,ST0064,16-02-2025,16-02-2025 16:15,69,817,No,Signal Failure,No,871597
22165,TR0034,RT0259,ST0085,13-07-2025,13-07-2025 17:15,43,854,Yes,Crew Delay,No,141164
22166,TR0160,RT0294,ST0088,20-11-2025,20-11-2025 01:15,0,609,No,No Delay,Yes,421255
22167,TR0117,RT0042,ST0080,23-07-2025,23-07-2025 09:15,41,674,No,Congestion,No,507353
22168,TR0029,RT0013,ST0060,21-03-2025,21-03-2025 17:00,0,558,No,No Delay,Yes,718589
22169,TR0009,RT0089,ST0081,30-03-2025,30-03-2025 09:30,119,607,Yes,Signal Failure,No,58280
22170,TR0194,RT0088,ST0029,31-05-2025,31-05-2025 20:30,31,1388,No,Congestion,No,1000245
22171,TR0185,RT0187,ST0018,30-09-2025,30-09-2025 01:30,0,1317,No,No Delay,Yes,1846042
22172,TR0039,RT0063,ST0058,13-11-2025,13-11-2025 08:00,41,549,No,Weather,No,560206
22173,TR0135,RT0043,ST0048,29-06-2025,29-06-2025 15:15,68,568,No,Congestion,No,766687
22174,TR0110,RT0233,ST0011,11-02-2025,11-02-2025 05:00,0,1371,No,No Delay,Yes,1837735
22175,TR0069,RT0234,ST0003,20-02-2025,20-02-2025 06:30,66,697,No,Congestion,No,203241
22176,TR0136,RT0075,ST0042,26-08-2025,26-08-2025 02:30,18,934,No,Congestion,No,445714
22177,TR0096,RT0253,ST0018,04-07-2025,04-07-2025 06:15,47,1327,No,Signal Failure,No,1401049
22178,TR0119,RT0149,ST0016,19-10-2025,19-10-2025 19:00,2,408,No,No Delay,Yes,420162
22179,TR0118,RT0182,ST0041,15-09-2025,15-09-2025 07:30,2,613,No,No Delay,Yes,515486
22180,TR0018,RT0207,ST0065,06-10-2025,06-10-2025 04:15,1,703,No,No Delay,Yes,1014765
22181,TR0102,RT0181,ST0043,07-07-2025,07-07-2025 02:30,0,210,No,No Delay,Yes,114699
22182,TR0110,RT0173,ST0043,06-07-2025,06-07-2025 13:15,0,387,No,No Delay,Yes,155331
22183,TR0082,RT0241,ST0091,13-07-2025,13-07-2025 05:45,48,747,No,Congestion,No,279656
22184,TR0177,RT0164,ST0031,12-02-2025,12-02-2025 02:45,22,174,No,Congestion,No,232880
22185,TR0105,RT0063,ST0028,21-07-2025,21-07-2025 21:00,0,1161,No,No Delay,Yes,469185
22186,TR0016,RT0235,ST0051,17-04-2025,17-04-2025 06:15,85,739,No,Weather,No,189647
22187,TR0021,RT0125,ST0027,14-03-2025,14-03-2025 05:30,72,1129,No,Signal Failure,No,725436
22188,TR0138,RT0257,ST0009,09-08-2025,09-08-2025 19:45,21,89,No,Track Maintenance,No,86689
22189,TR0106,RT0092,ST0038,31-03-2025,31-03-2025 22:30,40,345,No,Congestion,No,321824
22190,TR0132,RT0225,ST0036,30-04-2025,30-04-2025 17:45,74,647,No,Technical Issue,No,573644
22191,TR0044,RT0195,ST0060,13-06-2025,13-06-2025 20:15,10,1252,Yes,Congestion,No,348057
22192,TR0123,RT0207,ST0091,12-11-2025,12-11-2025 21:30,27,545,No,Technical Issue,No,787417
22193,TR0136,RT0288,ST0057,09-08-2025,09-08-2025 21:30,49,1308,No,Technical Issue,No,921824
22194,TR0111,RT0215,ST0047,21-01-2025,21-01-2025 20:30,60,92,No,Technical Issue,No,51468
22195,TR0117,RT0186,ST0090,07-04-2025,07-04-2025 09:45,0,114,No,No Delay,Yes,162179
22196,TR0126,RT0126,ST0091,22-12-2025,22-12-2025 04:30,0,586,No,No Delay,Yes,628771
22197,TR0183,RT0282,ST0068,19-12-2025,19-12-2025 07:15,81,461,No,Track Maintenance,No,314982
22198,TR0019,RT0255,ST0051,04-01-2025,04-01-2025 20:45,48,527,No,Crew Delay,No,256297
22199,TR0064,RT0061,ST0058,10-06-2025,10-06-2025 14:45,0,381,No,No Delay,Yes,442766
22200,TR0040,RT0201,ST0048,22-05-2025,22-05-2025 15:15,113,457,No,Signal Failure,No,596398
22201,TR0051,RT0069,ST0059,29-03-2025,29-03-2025 10:45,96,407,No,Technical Issue,No,472449
22202,TR0137,RT0285,ST0076,16-11-2025,16-11-2025 21:00,75,1023,No,Congestion,No,995277
22203,TR0158,RT0063,ST0047,09-07-2025,09-07-2025 09:30,62,513,No,Signal Failure,No,587482
22204,TR0056,RT0134,ST0015,30-03-2025,30-03-2025 00:00,24,244,No,Congestion,No,210819
22205,TR0081,RT0239,ST0094,15-05-2025,15-05-2025 00:45,73,473,No,Congestion,No,253724
22206,TR0172,RT0252,ST0078,18-09-2025,18-09-2025 16:45,0,1385,No,No Delay,Yes,1794116
22207,TR0187,RT0187,ST0072,13-01-2025,13-01-2025 03:15,32,329,No,Weather,No,143554
